ReservaID,FechaReserva,CanalID,CanalVenta,ClienteID,ClienteEmail,ClienteNombre,SeguroSiNo,EstadoReserva
3003145,2024-09-08,CH03,Agencia física,C0445,cliente0445@viajaya.es,Ana Romero,No,Confirmada
3003146,2024-09-08,CH03,Agencia física,C0380,cliente0380@viajaya.es,David Pérez,No,Confirmada
3003147,2024-09-09,CH03,Agencia física,C0581,cliente0581@viajaya.es,Pablo Ruiz,No,Confirmada
3003148,2024-09-09,CH03,Agencia física,C0098,cliente0098@viajaya.es,Carla Sánchez,Sí,Confirmada
3003149,2024-09-09,CH04,Partner,C0594,cliente0594@viajaya.es,Lucía García,Sí,Confirmada
3003150,2024-09-09,CH04,Partner,C0529,cliente0529@viajaya.es,Carla Ruiz,No,Confirmada
3003151,2024-09-09,CH01,Web,C0146,cliente0146@viajaya.es,Jorge Hernández,No,Confirmada
3003152,2024-09-10,CH04,Partner,C0504,cliente0504@viajaya.es,Mario Ruiz,No,Confirmada
3003153,2024-09-10,CH02,Teléfono,C0340,cliente0340@viajaya.es,Nuria Romero,No,Confirmada
3003154,2024-09-11,CH04,Partner,C0404,cliente0404@viajaya.es,Lucía Díaz,No,Pendiente
3003155,2024-09-11,CH03,Agencia física,C0547,cliente0547@viajaya.es,Nuria Martín,Sí,Confirmada
3003156,2024-09-11,CH03,Agencia física,C0394,cliente0394@viajaya.es,Hugo López,No,Confirmada
3003157,2024-09-11,CH01,Web,C0606,cliente0606@viajaya.es,Carla Hernández,Sí,Confirmada
3003158,2024-09-11,CH02,Teléfono,C0144,cliente0144@viajaya.es,Carla Sánchez,Sí,Confirmada
3003159,2024-09-11,CH04,Partner,C0300,cliente0300@viajaya.es,Elena García,Sí,Confirmada
3003160,2024-09-11,CH03,Agencia física,C0161,cliente0161@viajaya.es,Hugo García,Sí,Confirmada
3003161,2024-09-12,CH04,Partner,C0044,cliente0044@viajaya.es,Sofía García,Sí,Confirmada
3003162,2024-09-12,CH02,Teléfono,C0461,cliente0461@viajaya.es,Hugo Ruiz,No,Confirmada
3003163,2024-09-12,CH02,Teléfono,C0329,cliente0329@viajaya.es,Lucía Romero,No,Confirmada
3003164,2024-09-12,CH02,Teléfono,C0105,cliente0105@viajaya.es,Lucía Navarro,Sí,Confirmada
3003165,2024-09-13,CH03,Agencia física,C0619,cliente0619@viajaya.es,Marta Navarro,No,Confirmada
3003166,2024-09-13,CH04,Partner,C0467,cliente0467@viajaya.es,Jorge Navarro,Sí,Confirmada
3003167,2024-09-13,CH02,Teléfono,C0465,cliente0465@viajaya.es,Bruno López,No,Confirmada
3003168,2024-09-13,CH03,Agencia física,C0138,cliente0138@viajaya.es,Jorge Romero,Sí,Confirmada
3003169,2024-09-13,CH01,Web,C0159,cliente0159@viajaya.es,Bruno Hernández,No,Confirmada
3003170,2024-09-13,CH04,Partner,C0453,cliente0453@viajaya.es,Laura Martín,Sí,Cancelada
3003171,2024-09-13,CH01,Web,C0143,cliente0143@viajaya.es,Hugo López,No,Cancelada
3003172,2024-09-14,CH01,Web,C0631,cliente0631@viajaya.es,Jorge Sánchez,Sí,Confirmada
3003173,2024-09-14,CH03,Agencia física,C0071,cliente0071@viajaya.es,Lucía Ruiz,Sí,Pendiente
3003174,2024-09-14,CH02,Teléfono,C0303,cliente0303@viajaya.es,Marta López,No,Confirmada
3003175,2024-09-14,CH01,Web,C0098,cliente0098@viajaya.es,Carla Sánchez,No,Confirmada
3003176,2024-09-14,CH01,Web,C0025,cliente0025@viajaya.es,Elena Pérez,Sí,Confirmada
3003177,2024-09-14,CH04,Partner,C0576,cliente0576@viajaya.es,Carla Díaz,Sí,Confirmada
3003178,2024-09-14,CH04,Partner,C0339,cliente0339@viajaya.es,Jorge Ruiz,Sí,Confirmada
3003179,2024-09-14,CH03,Agencia física,C0589,cliente0589@viajaya.es,Jorge Sánchez,No,Confirmada
3003180,2024-09-14,CH01,Web,C0123,cliente0123@viajaya.es,Ana García,Sí,Confirmada
3003181,2024-09-14,CH02,Teléfono,C0100,cliente0100@viajaya.es,Hugo Romero,No,Confirmada
3003182,2024-09-15,CH01,Web,C0428,cliente0428@viajaya.es,Carla García,No,Confirmada
3003183,2024-09-15,CH03,Agencia física,C0044,cliente0044@viajaya.es,Sofía García,No,Confirmada
3003184,2024-09-15,CH02,Teléfono,C0323,cliente0323@viajaya.es,Laura Ruiz,Sí,Confirmada
3003185,2024-09-15,CH01,Web,C0505,cliente0505@viajaya.es,Bruno Pérez,No,Pendiente
3003186,2024-09-15,CH01,Web,C0638,cliente0638@viajaya.es,Jorge Pérez,No,Confirmada
3003187,2024-09-15,CH04,Partner,C0363,cliente0363@viajaya.es,Marta Navarro,Sí,Pendiente
3003188,2024-09-15,CH01,Web,C0221,cliente0221@viajaya.es,Carla Sánchez,Sí,Confirmada
3003189,2024-09-15,CH02,Teléfono,C0322,cliente0322@viajaya.es,Carla Martín,No,Confirmada
3003190,2024-09-15,CH01,Web,C0495,cliente0495@viajaya.es,Jorge García,No,Confirmada
3003191,2024-09-16,CH01,Web,C0520,cliente0520@viajaya.es,Hugo Díaz,No,Confirmada
3003192,2024-09-16,CH01,Web,C0285,cliente0285@viajaya.es,Jorge Sánchez,No,Confirmada
3003193,2024-09-16,CH03,Agencia física,C0589,cliente0589@viajaya.es,Jorge Sánchez,Sí,Confirmada
3003194,2024-09-16,CH04,Partner,C0246,cliente0246@viajaya.es,David Hernández,Sí,Confirmada
3003195,2024-09-16,CH03,Agencia física,C0090,cliente0090@viajaya.es,Laura Ruiz,Sí,Confirmada
3003196,2024-09-17,CH04,Partner,C0236,cliente0236@viajaya.es,Jorge Díaz,No,Confirmada
3003197,2024-09-17,CH03,Agencia física,C0333,cliente0333@viajaya.es,Lucía Pérez,Sí,Pendiente
3003198,2024-09-17,CH04,Partner,C0153,cliente0153@viajaya.es,Ana Sánchez,Sí,Confirmada
3003199,2024-09-17,CH02,Teléfono,C0186,cliente0186@viajaya.es,Nuria Navarro,No,Confirmada
3003200,2024-09-18,CH02,Teléfono,C0221,cliente0221@viajaya.es,Carla Sánchez,Sí,Confirmada
3003201,2024-09-18,CH01,Web,C0405,cliente0405@viajaya.es,Jorge Sánchez,No,Cancelada
3003202,2024-09-18,CH02,Teléfono,C0106,cliente0106@viajaya.es,Ana Martín,Sí,Confirmada
3003203,2024-09-18,CH03,Agencia física,C0403,cliente0403@viajaya.es,Laura Navarro,Sí,Confirmada
3003204,2024-09-19,CH01,Web,C0125,cliente0125@viajaya.es,Mario Ruiz,No,Confirmada
3003205,2024-09-19,CH03,Agencia física,C0125,cliente0125@viajaya.es,Mario Ruiz,No,Confirmada
3003206,2024-09-19,CH04,Partner,C0525,cliente0525@viajaya.es,Jorge Ruiz,Sí,Cancelada
3003207,2024-09-19,CH01,Web,C0279,cliente0279@viajaya.es,Ana López,No,Confirmada
3003208,2024-09-20,CH04,Partner,C0228,cliente0228@viajaya.es,Laura García,Sí,Cancelada
3003209,2024-09-20,CH03,Agencia física,C0212,cliente0212@viajaya.es,Hugo García,No,Confirmada
3003210,2024-09-20,CH04,Partner,C0224,cliente0224@viajaya.es,Laura Romero,No,Confirmada
3003211,2024-09-20,CH02,Teléfono,C0120,cliente0120@viajaya.es,Laura López,No,Confirmada
3003212,2024-09-20,CH01,Web,C0270,cliente0270@viajaya.es,Lucía Pérez,Sí,Confirmada
3003213,2024-09-20,CH01,Web,C0357,cliente0357@viajaya.es,Carla Navarro,No,Confirmada
3003214,2024-09-20,CH01,Web,C0408,cliente0408@viajaya.es,Lucía Hernández,No,Confirmada
3003215,2024-09-21,CH02,Teléfono,C0059,cliente0059@viajaya.es,Laura López,No,Confirmada
3003216,2024-09-21,CH04,Partner,C0285,cliente0285@viajaya.es,Jorge Sánchez,Sí,Confirmada
3003217,2024-09-21,CH03,Agencia física,C0323,cliente0323@viajaya.es,Laura Ruiz,No,Confirmada
3003218,2024-09-21,CH01,Web,C0650,cliente0650@viajaya.es,Bruno García,No,Pendiente
3003219,2024-09-21,CH03,Agencia física,C0215,cliente0215@viajaya.es,Ana Ruiz,No,Confirmada
3003220,2024-09-21,CH04,Partner,C0361,cliente0361@viajaya.es,Mario Martín,No,Confirmada
3003221,2024-09-21,CH02,Teléfono,C0227,cliente0227@viajaya.es,Laura Sánchez,No,Confirmada
3003222,2024-09-21,CH01,Web,C0492,cliente0492@viajaya.es,Bruno Ruiz,Sí,Confirmada
3003223,2024-09-21,CH04,Partner,C0196,cliente0196@viajaya.es,Nuria Martín,Sí,Confirmada
3003224,2024-09-21,CH01,Web,C0372,cliente0372@viajaya.es,David Pérez,No,Confirmada
3003225,2024-09-22,CH02,Teléfono,C0516,cliente0516@viajaya.es,Elena López,Sí,Confirmada
3003226,2024-09-22,CH03,Agencia física,C0649,cliente0649@viajaya.es,Jorge García,No,Confirmada
3003227,2024-09-22,CH03,Agencia física,C0246,cliente0246@viajaya.es,David Hernández,No,Confirmada
3003228,2024-09-22,CH03,Agencia física,C0410,cliente0410@viajaya.es,Nuria Martín,No,Confirmada
3003229,2024-09-22,CH02,Teléfono,C0033,cliente0033@viajaya.es,Carla López,Sí,Confirmada
3003230,2024-09-23,CH04,Partner,C0314,cliente0314@viajaya.es,Bruno Martín,No,Confirmada
3003231,2024-09-23,CH02,Teléfono,C0192,cliente0192@viajaya.es,Carla García,No,Confirmada
3003232,2024-09-23,CH01,Web,C0208,cliente0208@viajaya.es,Ana Díaz,Sí,Confirmada
3003233,2024-09-23,CH02,Teléfono,C0455,cliente0455@viajaya.es,Bruno García,Sí,Confirmada
3003234,2024-09-24,CH04,Partner,C0167,cliente0167@viajaya.es,Mario Díaz,No,Confirmada
3003235,2024-09-24,CH03,Agencia física,C0358,cliente0358@viajaya.es,Jorge Hernández,No,Confirmada
3003236,2024-09-24,CH03,Agencia física,C0636,cliente0636@viajaya.es,Nuria Romero,Sí,Confirmada
3003237,2024-09-24,CH04,Partner,C0586,cliente0586@viajaya.es,Carla Sánchez,No,Confirmada
3003238,2024-09-24,CH02,Teléfono,C0150,cliente0150@viajaya.es,Jorge García,No,Confirmada
3003239,2024-09-24,CH03,Agencia física,C0030,cliente0030@viajaya.es,Marta García,No,Confirmada
3003240,2024-09-24,CH04,Partner,C0398,cliente0398@viajaya.es,Mario Hernández,No,Confirmada
3003241,2024-09-24,CH03,Agencia física,C0616,cliente0616@viajaya.es,Marta Ruiz,No,Confirmada
3003242,2024-09-25,CH01,Web,C0095,cliente0095@viajaya.es,David Martín,Sí,Confirmada
3003243,2024-09-25,CH01,Web,C0476,cliente0476@viajaya.es,Carla Martín,No,Confirmada
3003244,2024-09-25,CH03,Agencia física,C0452,cliente0452@viajaya.es,Bruno Romero,No,Confirmada
3003245,2024-09-25,CH01,Web,C0053,cliente0053@viajaya.es,Bruno Sánchez,No,Confirmada
3003246,2024-09-25,CH03,Agencia física,C0646,cliente0646@viajaya.es,Hugo Romero,Sí,Confirmada
3003247,2024-09-26,CH01,Web,C0632,cliente0632@viajaya.es,Sofía Díaz,No,Confirmada
3003248,2024-09-26,CH02,Teléfono,C0062,cliente0062@viajaya.es,Mario Díaz,No,Pendiente
3003249,2024-09-26,CH01,Web,C0447,cliente0447@viajaya.es,Mario Hernández,No,Pendiente
3003250,2024-09-26,CH04,Partner,C0172,cliente0172@viajaya.es,Carla Navarro,No,Confirmada
3003251,2024-09-27,CH04,Partner,C0110,cliente0110@viajaya.es,Ana Hernández,Sí,Confirmada
3003252,2024-09-27,CH03,Agencia física,C0021,cliente0021@viajaya.es,David Hernández,No,Confirmada
3003253,2024-09-27,CH03,Agencia física,C0270,cliente0270@viajaya.es,Lucía Pérez,No,Confirmada
3003254,2024-09-27,CH01,Web,C0158,cliente0158@viajaya.es,Marta Ruiz,No,Confirmada
3003255,2024-09-28,CH04,Partner,C0255,cliente0255@viajaya.es,Elena Sánchez,No,Confirmada
3003256,2024-09-28,CH04,Partner,C0100,cliente0100@viajaya.es,Hugo Romero,No,Cancelada
3003257,2024-09-28,CH01,Web,C0351,cliente0351@viajaya.es,Pablo Pérez,Sí,Confirmada
3003258,2024-09-29,CH04,Partner,C0245,cliente0245@viajaya.es,Sofía Ruiz,No,Confirmada
3003259,2024-09-29,CH02,Teléfono,C0403,cliente0403@viajaya.es,Laura Navarro,Sí,Confirmada
3003260,2024-09-29,CH03,Agencia física,C0450,cliente0450@viajaya.es,Jorge Ruiz,No,Confirmada
3003261,2024-09-29,CH04,Partner,C0359,cliente0359@viajaya.es,Bruno Pérez,No,Confirmada
3003262,2024-09-29,CH01,Web,C0333,cliente0333@viajaya.es,Lucía Pérez,No,Cancelada
3003263,2024-09-30,CH03,Agencia física,C0133,cliente0133@viajaya.es,Hugo Romero,No,Confirmada
3003264,2024-09-30,CH02,Teléfono,C0019,cliente0019@viajaya.es,Elena López,No,Confirmada
3003265,2024-09-30,CH02,Teléfono,C0278,cliente0278@viajaya.es,Carla Sánchez,No,Confirmada
3003266,2024-09-30,CH03,Agencia física,C0165,cliente0165@viajaya.es,Elena Ruiz,Sí,Confirmada
3003267,2024-10-01,CH04,Partner,C0094,cliente0094@viajaya.es,Jorge Pérez,No,Confirmada
3003268,2024-10-01,CH02,Teléfono,C0648,cliente0648@viajaya.es,Pablo Romero,No,Confirmada
3003269,2024-10-01,CH01,Web,C0076,cliente0076@viajaya.es,Ana Pérez,Sí,Confirmada
3003270,2024-10-01,CH01,Web,C0395,cliente0395@viajaya.es,Jorge López,Sí,Confirmada
3003271,2024-10-01,CH04,Partner,C0419,cliente0419@viajaya.es,Jorge Sánchez,No,Confirmada
3003272,2024-10-01,CH02,Teléfono,C0374,cliente0374@viajaya.es,Mario Hernández,No,Confirmada
3003273,2024-10-01,CH04,Partner,C0555,cliente0555@viajaya.es,Nuria Ruiz,No,Confirmada
3003274,2024-10-01,CH02,Teléfono,C0345,cliente0345@viajaya.es,Nuria Romero,No,Confirmada
3003275,2024-10-01,CH02,Teléfono,C0476,cliente0476@viajaya.es,Carla Martín,No,Pendiente
3003276,2024-10-01,CH02,Teléfono,C0153,cliente0153@viajaya.es,Ana Sánchez,No,Confirmada
3003277,2024-10-01,CH03,Agencia física,C0245,cliente0245@viajaya.es,Sofía Ruiz,Sí,Confirmada
3003278,2024-10-02,CH02,Teléfono,C0096,cliente0096@viajaya.es,Bruno Díaz,No,Confirmada
3003279,2024-10-02,CH03,Agencia física,C0068,cliente0068@viajaya.es,Pablo Hernández,No,Confirmada
3003280,2024-10-03,CH02,Teléfono,C0575,cliente0575@viajaya.es,David López,No,Confirmada
3003281,2024-10-03,CH02,Teléfono,C0549,cliente0549@viajaya.es,Laura Romero,No,Confirmada
3003282,2024-10-03,CH02,Teléfono,C0433,cliente0433@viajaya.es,Carla Hernández,Sí,Confirmada
3003283,2024-10-03,CH04,Partner,C0400,cliente0400@viajaya.es,Marta Hernández,No,Pendiente
3003284,2024-10-03,CH02,Teléfono,C0395,cliente0395@viajaya.es,Jorge López,Sí,Confirmada
3003285,2024-10-03,CH03,Agencia física,C0308,cliente0308@viajaya.es,Ana Hernández,Sí,Pendiente
3003286,2024-10-03,CH03,Agencia física,C0141,cliente0141@viajaya.es,Pablo Romero,Sí,Confirmada
3003287,2024-10-03,CH01,Web,C0180,cliente0180@viajaya.es,Hugo Díaz,Sí,Confirmada
3003288,2024-10-04,CH04,Partner,C0042,cliente0042@viajaya.es,Marta Sánchez,No,Confirmada
3003289,2024-10-05,CH01,Web,C0180,cliente0180@viajaya.es,Hugo Díaz,No,Confirmada
3003290,2024-10-05,CH01,Web,C0405,cliente0405@viajaya.es,Jorge Sánchez,No,Confirmada
3003291,2024-10-05,CH03,Agencia física,C0276,cliente0276@viajaya.es,Carla Navarro,No,Confirmada
3003292,2024-10-05,CH02,Teléfono,C0130,cliente0130@viajaya.es,Mario Martín,No,Confirmada
3003293,2024-10-05,CH01,Web,C0450,cliente0450@viajaya.es,Jorge Ruiz,No,Confirmada
3003294,2024-10-05,CH01,Web,C0224,cliente0224@viajaya.es,Laura Romero,No,Confirmada
3003295,2024-10-06,CH03,Agencia física,C0628,cliente0628@viajaya.es,Elena García,Sí,Confirmada
3003296,2024-10-06,CH02,Teléfono,C0157,cliente0157@viajaya.es,Carla Romero,No,Confirmada
3003297,2024-10-06,CH01,Web,C0269,cliente0269@viajaya.es,Sofía Martín,No,Confirmada
3003298,2024-10-06,CH03,Agencia física,C0420,cliente0420@viajaya.es,Hugo Martín,No,Cancelada
3003299,2024-10-06,CH01,Web,C0090,cliente0090@viajaya.es,Laura Ruiz,No,Confirmada
3003300,2024-10-06,CH01,Web,C0596,cliente0596@viajaya.es,Jorge Díaz,No,Confirmada
3003301,2024-10-07,CH03,Agencia física,C0509,cliente0509@viajaya.es,Nuria Hernández,Sí,Confirmada
3003302,2024-10-07,CH02,Teléfono,C0200,cliente0200@viajaya.es,Lucía Ruiz,No,Confirmada
3003303,2024-10-07,CH02,Teléfono,C0050,cliente0050@viajaya.es,David López,Sí,Confirmada
3003304,2024-10-07,CH01,Web,C0643,cliente0643@viajaya.es,Hugo Pérez,Sí,Confirmada
3003305,2024-10-07,CH01,Web,C0077,cliente0077@viajaya.es,Hugo Romero,Sí,Confirmada
3003306,2024-10-08,CH02,Teléfono,C0352,cliente0352@viajaya.es,Pablo López,No,Confirmada
3003307,2024-10-08,CH03,Agencia física,C0338,cliente0338@viajaya.es,Mario Martín,Sí,Confirmada
3003308,2024-10-08,CH01,Web,C0431,cliente0431@viajaya.es,Bruno Martín,Sí,Confirmada
3003309,2024-10-08,CH02,Teléfono,C0097,cliente0097@viajaya.es,Nuria Sánchez,No,Confirmada
3003310,2024-10-09,CH03,Agencia física,C0219,cliente0219@viajaya.es,Pablo García,Sí,Confirmada
3003311,2024-10-09,CH03,Agencia física,C0246,cliente0246@viajaya.es,David Hernández,No,Confirmada
3003312,2024-10-09,CH03,Agencia física,C0033,cliente0033@viajaya.es,Carla López,No,Confirmada
3003313,2024-10-09,CH04,Partner,C0593,cliente0593@viajaya.es,Ana Díaz,No,Confirmada
3003314,2024-10-09,CH03,Agencia física,C0235,cliente0235@viajaya.es,Carla Díaz,No,Confirmada
3003315,2024-10-09,CH02,Teléfono,C0494,cliente0494@viajaya.es,Lucía García,No,Confirmada
3003316,2024-10-09,CH02,Teléfono,C0224,cliente0224@viajaya.es,Laura Romero,Sí,Confirmada
3003317,2024-10-10,CH01,Web,C0567,cliente0567@viajaya.es,Ana Sánchez,No,Confirmada
3003318,2024-10-10,CH04,Partner,C0151,cliente0151@viajaya.es,Jorge Díaz,No,Confirmada
3003319,2024-10-10,CH04,Partner,C0112,cliente0112@viajaya.es,Pablo Navarro,No,Confirmada
3003320,2024-10-11,CH02,Teléfono,C0312,cliente0312@viajaya.es,David Martín,No,Confirmada
3003321,2024-10-11,CH04,Partner,C0100,cliente0100@viajaya.es,Hugo Romero,No,Confirmada
3003322,2024-10-12,CH03,Agencia física,C0268,cliente0268@viajaya.es,David Pérez,No,Confirmada
3003323,2024-10-12,CH04,Partner,C0017,cliente0017@viajaya.es,Carla Pérez,No,Cancelada
3003324,2024-10-12,CH02,Teléfono,C0034,cliente0034@viajaya.es,David Ruiz,No,Confirmada
3003325,2024-10-12,CH04,Partner,C0250,cliente0250@viajaya.es,Pablo Sánchez,No,Pendiente
3003326,2024-10-12,CH03,Agencia física,C0017,cliente0017@viajaya.es,Carla Pérez,No,Confirmada
3003327,2024-10-12,CH04,Partner,C0443,cliente0443@viajaya.es,Jorge Hernández,No,Confirmada
3003328,2024-10-12,CH02,Teléfono,C0122,cliente0122@viajaya.es,Sofía Martín,Sí,Confirmada
3003329,2024-10-12,CH01,Web,C0431,cliente0431@viajaya.es,Bruno Martín,Sí,Confirmada
3003330,2024-10-12,CH02,Teléfono,C0035,cliente0035@viajaya.es,Ana Hernández,No,Confirmada
3003331,2024-10-13,CH01,Web,C0646,cliente0646@viajaya.es,Hugo Romero,Sí,Confirmada
3003332,2024-10-13,CH03,Agencia física,C0514,cliente0514@viajaya.es,Hugo Hernández,No,Confirmada
3003333,2024-10-13,CH01,Web,C0419,cliente0419@viajaya.es,Jorge Sánchez,Sí,Cancelada
3003334,2024-10-13,CH03,Agencia física,C0418,cliente0418@viajaya.es,Elena García,Sí,Pendiente
3003335,2024-10-13,CH01,Web,C0266,cliente0266@viajaya.es,Lucía García,No,Confirmada
3003336,2024-10-13,CH04,Partner,C0569,cliente0569@viajaya.es,Sofía Díaz,No,Confirmada
3003337,2024-10-13,CH03,Agencia física,C0587,cliente0587@viajaya.es,Hugo García,No,Confirmada
3003338,2024-10-14,CH03,Agencia física,C0310,cliente0310@viajaya.es,Mario García,Sí,Confirmada
3003339,2024-10-14,CH02,Teléfono,C0202,cliente0202@viajaya.es,Marta López,Sí,Confirmada
3003340,2024-10-14,CH01,Web,C0193,cliente0193@viajaya.es,Sofía Hernández,Sí,Confirmada
3003341,2024-10-14,CH03,Agencia física,C0442,cliente0442@viajaya.es,Nuria Martín,Sí,Confirmada
3003342,2024-10-14,CH02,Teléfono,C0622,cliente0622@viajaya.es,Bruno Pérez,No,Confirmada
3003343,2024-10-14,CH03,Agencia física,C0634,cliente0634@viajaya.es,Lucía Hernández,No,Confirmada
3003344,2024-10-14,CH03,Agencia física,C0328,cliente0328@viajaya.es,Nuria García,Sí,Confirmada
3003345,2024-10-15,CH03,Agencia física,C0361,cliente0361@viajaya.es,Mario Martín,Sí,Confirmada
3003346,2024-10-15,CH04,Partner,C0027,cliente0027@viajaya.es,Hugo Martín,No,Confirmada
3003347,2024-10-15,CH02,Teléfono,C0549,cliente0549@viajaya.es,Laura Romero,No,Confirmada
3003348,2024-10-15,CH01,Web,C0370,cliente0370@viajaya.es,Sofía Ruiz,Sí,Confirmada
3003349,2024-10-15,CH02,Teléfono,C0163,cliente0163@viajaya.es,Mario Pérez,No,Pendiente
3003350,2024-10-15,CH02,Teléfono,C0261,cliente0261@viajaya.es,Elena Díaz,No,Confirmada
3003351,2024-10-15,CH02,Teléfono,C0376,cliente0376@viajaya.es,Sofía Ruiz,Sí,Confirmada
3003352,2024-10-15,CH01,Web,C0422,cliente0422@viajaya.es,Ana Romero,No,Confirmada
3003353,2024-10-15,CH04,Partner,C0596,cliente0596@viajaya.es,Jorge Díaz,No,Confirmada
3003354,2024-10-16,CH04,Partner,C0286,cliente0286@viajaya.es,Nuria Sánchez,No,Confirmada
3003355,2024-10-16,CH03,Agencia física,C0617,cliente0617@viajaya.es,Nuria Navarro,No,Confirmada
3003356,2024-10-16,CH04,Partner,C0025,cliente0025@viajaya.es,Elena Pérez,No,Confirmada
3003357,2024-10-17,CH01,Web,C0498,cliente0498@viajaya.es,Marta Romero,Sí,Pendiente
3003358,2024-10-17,CH04,Partner,C0505,cliente0505@viajaya.es,Bruno Pérez,No,Pendiente
3003359,2024-10-17,CH01,Web,C0157,cliente0157@viajaya.es,Carla Romero,No,Confirmada
3003360,2024-10-17,CH03,Agencia física,C0116,cliente0116@viajaya.es,Ana Díaz,Sí,Confirmada
3003361,2024-10-18,CH01,Web,C0105,cliente0105@viajaya.es,Lucía Navarro,Sí,Confirmada
3003362,2024-10-18,CH04,Partner,C0008,cliente0008@viajaya.es,Jorge López,No,Confirmada
3003363,2024-10-18,CH02,Teléfono,C0375,cliente0375@viajaya.es,Laura Díaz,Sí,Confirmada
3003364,2024-10-18,CH04,Partner,C0539,cliente0539@viajaya.es,Laura García,No,Confirmada
3003365,2024-10-18,CH02,Teléfono,C0531,cliente0531@viajaya.es,Ana Pérez,No,Confirmada
3003366,2024-10-18,CH03,Agencia física,C0358,cliente0358@viajaya.es,Jorge Hernández,No,Confirmada
3003367,2024-10-19,CH03,Agencia física,C0191,cliente0191@viajaya.es,Bruno Navarro,No,Confirmada
3003368,2024-10-19,CH04,Partner,C0412,cliente0412@viajaya.es,Nuria Hernández,Sí,Confirmada
3003369,2024-10-19,CH03,Agencia física,C0553,cliente0553@viajaya.es,Mario López,No,Confirmada
3003370,2024-10-19,CH01,Web,C0403,cliente0403@viajaya.es,Laura Navarro,Sí,Pendiente
3003371,2024-10-20,CH04,Partner,C0342,cliente0342@viajaya.es,Bruno Hernández,No,Confirmada
3003372,2024-10-20,CH01,Web,C0526,cliente0526@viajaya.es,Elena Hernández,No,Confirmada
3003373,2024-10-20,CH01,Web,C0165,cliente0165@viajaya.es,Elena Ruiz,No,Confirmada
3003374,2024-10-21,CH03,Agencia física,C0158,cliente0158@viajaya.es,Marta Ruiz,No,Confirmada
3003375,2024-10-21,CH02,Teléfono,C0059,cliente0059@viajaya.es,Laura López,No,Confirmada
3003376,2024-10-21,CH04,Partner,C0250,cliente0250@viajaya.es,Pablo Sánchez,Sí,Confirmada
3003377,2024-10-21,CH02,Teléfono,C0108,cliente0108@viajaya.es,David Romero,No,Pendiente
3003378,2024-10-22,CH02,Teléfono,C0508,cliente0508@viajaya.es,Ana Martín,No,Confirmada
3003379,2024-10-22,CH04,Partner,C0386,cliente0386@viajaya.es,Hugo Hernández,No,Confirmada
3003380,2024-10-22,CH04,Partner,C0381,cliente0381@viajaya.es,Hugo Martín,No,Confirmada
3003381,2024-10-22,CH02,Teléfono,C0171,cliente0171@viajaya.es,Lucía Navarro,No,Confirmada
3003382,2024-10-23,CH03,Agencia física,C0502,cliente0502@viajaya.es,David Sánchez,No,Confirmada
3003383,2024-10-23,CH02,Teléfono,C0389,cliente0389@viajaya.es,Marta Sánchez,No,Confirmada
3003384,2024-10-23,CH04,Partner,C0634,cliente0634@viajaya.es,Lucía Hernández,No,Pendiente
3003385,2024-10-23,CH03,Agencia física,C0605,cliente0605@viajaya.es,Hugo López,No,Confirmada
3003386,2024-10-23,CH02,Teléfono,C0183,cliente0183@viajaya.es,Marta Martín,Sí,Confirmada
3003387,2024-10-23,CH03,Agencia física,C0488,cliente0488@viajaya.es,Nuria Romero,No,Confirmada
3003388,2024-10-24,CH04,Partner,C0283,cliente0283@viajaya.es,Elena Navarro,No,Confirmada
3003389,2024-10-25,CH03,Agencia física,C0317,cliente0317@viajaya.es,Ana Martín,Sí,Confirmada
3003390,2024-10-25,CH01,Web,C0311,cliente0311@viajaya.es,Sofía López,No,Confirmada
3003391,2024-10-25,CH01,Web,C0462,cliente0462@viajaya.es,Mario Martín,No,Confirmada
3003392,2024-10-25,CH04,Partner,C0627,cliente0627@viajaya.es,David Navarro,No,Confirmada
3003393,2024-10-25,CH02,Teléfono,C0539,cliente0539@viajaya.es,Laura García,Sí,Confirmada
3003394,2024-10-25,CH04,Partner,C0443,cliente0443@viajaya.es,Jorge Hernández,No,Confirmada
3003395,2024-10-25,CH01,Web,C0499,cliente0499@viajaya.es,Elena Pérez,No,Confirmada
3003396,2024-10-25,CH01,Web,C0047,cliente0047@viajaya.es,Sofía López,Sí,Confirmada
3003397,2024-10-25,CH01,Web,C0022,cliente0022@viajaya.es,Hugo Navarro,Sí,Confirmada
3003398,2024-10-26,CH01,Web,C0071,cliente0071@viajaya.es,Lucía Ruiz,Sí,Confirmada
3003399,2024-10-26,CH02,Teléfono,C0158,cliente0158@viajaya.es,Marta Ruiz,No,Confirmada
3003400,2024-10-26,CH02,Teléfono,C0509,cliente0509@viajaya.es,Nuria Hernández,Sí,Confirmada
3003401,2024-10-26,CH01,Web,C0564,cliente0564@viajaya.es,Mario García,Sí,Pendiente
3003402,2024-10-26,CH03,Agencia física,C0335,cliente0335@viajaya.es,David Pérez,Sí,Confirmada
3003403,2024-10-26,CH04,Partner,C0114,cliente0114@viajaya.es,Ana López,No,Confirmada
3003404,2024-10-26,CH01,Web,C0073,cliente0073@viajaya.es,Hugo Romero,Sí,Pendiente
3003405,2024-10-26,CH03,Agencia física,C0105,cliente0105@viajaya.es,Lucía Navarro,No,Pendiente
