PedidoID,FechaPedido,Canal,Tienda,ClienteEmail,ClienteNombre,CiudadEnvio,MetodoPago,EstadoPedido
1004587,2024-10-29,Online,-,cliente0306@nordco.es,Jorge López,Alicante,PayPal,Entregado
1004588,2024-10-29,Online,-,cliente0213@nordco.es,Hugo Romero,Sevilla,ContraReembolso,Entregado
1004589,2024-10-29,Fisico,Sol,cliente0172@nordco.es,Sara Navarro,Madrid,Google Pay,Entregado
1004590,2024-10-29,Online,-,cliente0321@nordco.es,Marta García,Bilbao,Tarjeta,Entregado
1004591,2024-10-29,Online,-,cliente0311@nordco.es,Bruno Romero,Málaga,Tarjeta,Entregado
1004592,2024-10-29,Online,-,cliente0371@nordco.es,Hugo Díaz,Valencia,PayPal,Entregado
1004593,2024-10-30,Fisico,Diagonal,cliente0288@nordco.es,Jorge García,Barcelona,Tarjeta,Entregado
1004594,2024-10-30,Online,-,cliente0080@nordco.es,Sofía Hernández,Barcelona,Apple Pay,Entregado
1004595,2024-10-30,Online,-,cliente0249@nordco.es,Jorge Ruiz,Valencia,Tarjeta,Entregado
1004596,2024-10-30,Online,-,cliente0231@nordco.es,Elena López,Barcelona,Tarjeta,Entregado
1004597,2024-10-30,Fisico,Triana,cliente0223@nordco.es,Sara Martín,Sevilla,Tarjeta,Entregado
1004598,2024-10-30,Fisico,Gran Via,cliente0166@nordco.es,Elena García,Madrid,PayPal,Entregado
1004599,2024-10-30,Online,-,cliente0377@nordco.es,Claudia García,Barcelona,Bizum,Entregado
1004600,2024-10-30,Online,-,cliente0210@nordco.es,Mario Martín,Zaragoza,Tarjeta,Devuelto
1004601,2024-10-31,Online,-,cliente0429@nordco.es,Lucía Hernández,Bilbao,PayPal,Entregado
1004602,2024-10-31,Fisico,Gran Via,cliente0393@nordco.es,Jorge Hernández,Madrid,Tarjeta,Entregado
1004603,2024-10-31,Online,-,cliente0004@nordco.es,Bruno Hernández,Bilbao,PayPal,Entregado
1004604,2024-10-31,Online,-,cliente0379@nordco.es,Claudia Pérez,Valencia,Bizum,Entregado
1004605,2024-10-31,Online,-,cliente0192@nordco.es,Mario Ruiz,Bilbao,Tarjeta,Entregado
1004606,2024-10-31,Online,-,cliente0180@nordco.es,Lucía Hernández,Sevilla,Tarjeta,Entregado
1004607,2024-10-31,Online,-,cliente0235@nordco.es,Sofía Hernández,Valencia,Tarjeta,Entregado
1004608,2024-10-31,Fisico,Diagonal,cliente0107@nordco.es,Ana Martín,Barcelona,Tarjeta,Entregado
1004609,2024-10-31,Fisico,Diagonal,cliente0396@nordco.es,Nuria Sánchez,Barcelona,Tarjeta,Entregado
1004610,2024-10-31,Online,-,cliente0244@nordco.es,Lucía Sánchez,Alicante,Tarjeta,Entregado
1004611,2024-10-31,Fisico,Gran Via,cliente0420@nordco.es,Claudia Hernández,Madrid,Tarjeta,Entregado
1004612,2024-10-31,Fisico,Gran Via,cliente0069@nordco.es,Sofía Sánchez,Madrid,Tarjeta,Entregado
1004613,2024-11-01,Fisico,Gran Via,cliente0385@nordco.es,Bruno Pérez,Madrid,Tarjeta,Entregado
1004614,2024-11-01,Online,-,cliente0201@nordco.es,Lucía Romero,Alicante,Tarjeta,Devuelto
1004615,2024-11-01,Fisico,Colón,cliente0231@nordco.es,Elena López,Valencia,Tarjeta,Devuelto
1004616,2024-11-01,Online,-,cliente0427@nordco.es,Marta Díaz,Bilbao,PayPal,Entregado
1004617,2024-11-01,Online,-,cliente0403@nordco.es,Mario Sánchez,Málaga,Tarjeta,Entregado
1004618,2024-11-01,Fisico,Diagonal,cliente0003@nordco.es,Sofía Ruiz,Barcelona,PayPal,Entregado
1004619,2024-11-01,Online,-,cliente0317@nordco.es,Claudia Martín,Zaragoza,Apple Pay,Entregado
1004620,2024-11-01,Online,-,cliente0005@nordco.es,Ana López,Sevilla,Tarjeta,Entregado
1004621,2024-11-01,Online,-,cliente0222@nordco.es,Elena Ruiz,Madrid,Tarjeta,Cancelado
1004622,2024-11-02,Online,-,cliente0182@nordco.es,David Romero,Málaga,Tarjeta,Entregado
1004623,2024-11-02,Fisico,Colón,cliente0021@nordco.es,Claudia Navarro,Valencia,PayPal,Entregado
1004624,2024-11-02,Fisico,Triana,cliente0430@nordco.es,Mario Díaz,Sevilla,PayPal,Entregado
1004625,2024-11-02,Fisico,Triana,cliente0132@nordco.es,Hugo Martín,Sevilla,Tarjeta,Entregado
1004626,2024-11-02,Online,-,cliente0146@nordco.es,Hugo Ruiz,Alicante,Bizum,Entregado
1004627,2024-11-02,Online,-,cliente0235@nordco.es,Sofía Hernández,Madrid,Apple Pay,Entregado
1004628,2024-11-02,Online,-,cliente0290@nordco.es,Mario García,Málaga,Tarjeta,Entregado
1004629,2024-11-02,Fisico,Diagonal,cliente0275@nordco.es,Claudia Sánchez,Barcelona,Tarjeta,Cancelado
1004630,2024-11-02,Online,-,cliente0195@nordco.es,Ana Navarro,Alicante,PayPal,Entregado
1004631,2024-11-02,Online,-,cliente0423@nordco.es,Bruno Martín,Málaga,Tarjeta,Entregado
1004632,2024-11-02,Fisico,Sol,cliente0317@nordco.es,Claudia Martín,Madrid,Tarjeta,Entregado
1004633,2024-11-03,Fisico,Sol,cliente0038@nordco.es,Nuria Pérez,Madrid,Tarjeta,Entregado
1004634,2024-11-03,Online,-,cliente0031@nordco.es,Pablo Sánchez,Sevilla,Tarjeta,Entregado
1004635,2024-11-03,Fisico,Gran Via,cliente0147@nordco.es,Claudia Sánchez,Madrid,Tarjeta,Entregado
1004636,2024-11-03,Fisico,Gran Via,cliente0305@nordco.es,Bruno Díaz,Madrid,Bizum,Entregado
1004637,2024-11-03,Online,-,cliente0084@nordco.es,Bruno Hernández,Barcelona,Tarjeta,Entregado
1004638,2024-11-03,Online,-,cliente0279@nordco.es,Sofía Hernández,Bilbao,Apple Pay,Entregado
1004639,2024-11-03,Fisico,Colón,cliente0188@nordco.es,Ana López,Valencia,Tarjeta,Entregado
1004640,2024-11-03,Online,-,cliente0114@nordco.es,Mario Ruiz,Valencia,Bizum,Entregado
1004641,2024-11-03,Fisico,Gran Via,cliente0043@nordco.es,Nuria Pérez,Madrid,Tarjeta,Devuelto
1004642,2024-11-03,Online,-,cliente0154@nordco.es,Elena Sánchez,Málaga,Apple Pay,Entregado
1004643,2024-11-04,Fisico,Gran Via,cliente0078@nordco.es,David Navarro,Madrid,Tarjeta,Entregado
1004644,2024-11-04,Fisico,Triana,cliente0231@nordco.es,Elena López,Sevilla,Tarjeta,Entregado
1004645,2024-11-04,Online,-,cliente0147@nordco.es,Claudia Sánchez,Barcelona,PayPal,Entregado
1004646,2024-11-04,Fisico,Triana,cliente0188@nordco.es,Ana López,Sevilla,Tarjeta,Entregado
1004647,2024-11-04,Online,-,cliente0199@nordco.es,Jorge Martín,Alicante,Tarjeta,Entregado
1004648,2024-11-04,Online,-,cliente0239@nordco.es,Jorge Sánchez,Valencia,PayPal,Entregado
1004649,2024-11-04,Fisico,Triana,cliente0103@nordco.es,Lucía García,Sevilla,PayPal,Entregado
1004650,2024-11-05,Fisico,Diagonal,cliente0344@nordco.es,Hugo Díaz,Barcelona,Apple Pay,Entregado
1004651,2024-11-05,Online,-,cliente0098@nordco.es,Pablo Pérez,Sevilla,ContraReembolso,Entregado
1004652,2024-11-05,Online,-,cliente0308@nordco.es,Mario Martín,Valencia,ContraReembolso,Entregado
1004653,2024-11-05,Online,-,cliente0289@nordco.es,Bruno Ruiz,Bilbao,Google Pay,Entregado
1004654,2024-11-05,Online,-,cliente0201@nordco.es,Lucía Romero,Madrid,Tarjeta,Entregado
1004655,2024-11-05,Online,-,cliente0449@nordco.es,Claudia Hernández,Barcelona,PayPal,Entregado
1004656,2024-11-05,Online,-,cliente0313@nordco.es,Mario Romero,Barcelona,Tarjeta,Entregado
1004657,2024-11-06,Online,-,cliente0058@nordco.es,Nuria Díaz,Sevilla,Tarjeta,Entregado
1004658,2024-11-06,Online,-,cliente0276@nordco.es,Elena Romero,Valencia,PayPal,Entregado
1004659,2024-11-06,Online,-,cliente0017@nordco.es,Bruno Ruiz,Málaga,Bizum,Entregado
1004660,2024-11-06,Online,-,cliente0068@nordco.es,Marta García,Madrid,PayPal,Entregado
1004661,2024-11-06,Online,-,cliente0074@nordco.es,Ana Hernández,Bilbao,Tarjeta,Entregado
1004662,2024-11-06,Online,-,cliente0351@nordco.es,Bruno Díaz,Madrid,Tarjeta,Devuelto
1004663,2024-11-06,Online,-,cliente0431@nordco.es,Elena Ruiz,Sevilla,Tarjeta,Entregado
1004664,2024-11-06,Online,-,cliente0073@nordco.es,Sara Pérez,Alicante,Tarjeta,Entregado
1004665,2024-11-06,Online,-,cliente0206@nordco.es,Sara Díaz,Sevilla,Tarjeta,Entregado
1004666,2024-11-06,Online,-,cliente0016@nordco.es,David Martín,Zaragoza,PayPal,Entregado
1004667,2024-11-06,Online,-,cliente0401@nordco.es,Mario Sánchez,Alicante,PayPal,Entregado
1004668,2024-11-07,Online,-,cliente0261@nordco.es,Sara Ruiz,Valencia,Tarjeta,Entregado
1004669,2024-11-07,Online,-,cliente0249@nordco.es,Jorge Ruiz,Valencia,Apple Pay,Entregado
1004670,2024-11-07,Fisico,Colón,cliente0118@nordco.es,Elena Sánchez,Valencia,Tarjeta,Entregado
1004671,2024-11-07,Online,-,cliente0104@nordco.es,Ana Martín,Valencia,Tarjeta,Entregado
1004672,2024-11-07,Online,-,cliente0155@nordco.es,Marta Hernández,Alicante,Tarjeta,Entregado
1004673,2024-11-07,Fisico,Diagonal,cliente0382@nordco.es,Jorge Ruiz,Barcelona,Tarjeta,Entregado
1004674,2024-11-08,Fisico,Triana,cliente0153@nordco.es,Lucía Martín,Sevilla,Apple Pay,Entregado
1004675,2024-11-08,Fisico,Sol,cliente0224@nordco.es,Sofía Romero,Madrid,Bizum,Entregado
1004676,2024-11-08,Fisico,Colón,cliente0151@nordco.es,Sofía Hernández,Valencia,PayPal,Entregado
1004677,2024-11-08,Online,-,cliente0447@nordco.es,Claudia Sánchez,Valencia,ContraReembolso,Devuelto
1004678,2024-11-08,Online,-,cliente0207@nordco.es,Pablo Díaz,Sevilla,PayPal,Entregado
1004679,2024-11-08,Online,-,cliente0021@nordco.es,Claudia Navarro,Madrid,Google Pay,Cancelado
1004680,2024-11-08,Online,-,cliente0162@nordco.es,Ana Díaz,Sevilla,Tarjeta,Cancelado
1004681,2024-11-08,Online,-,cliente0054@nordco.es,Marta Ruiz,Madrid,Bizum,Entregado
1004682,2024-11-08,Fisico,Sol,cliente0074@nordco.es,Ana Hernández,Madrid,Tarjeta,Entregado
1004683,2024-11-09,Fisico,Sol,cliente0310@nordco.es,David Romero,Madrid,Tarjeta,Entregado
1004684,2024-11-09,Fisico,Sol,cliente0022@nordco.es,Elena Navarro,Madrid,Google Pay,Entregado
1004685,2024-11-09,Fisico,Diagonal,cliente0208@nordco.es,Marta Navarro,Barcelona,Tarjeta,Entregado
1004686,2024-11-09,Fisico,Diagonal,cliente0298@nordco.es,Ana García,Barcelona,Google Pay,Entregado
1004687,2024-11-09,Online,-,cliente0419@nordco.es,David Pérez,Alicante,PayPal,Entregado
1004688,2024-11-09,Online,-,cliente0194@nordco.es,Sara García,Sevilla,Tarjeta,Entregado
1004689,2024-11-09,Fisico,Diagonal,cliente0098@nordco.es,Pablo Pérez,Barcelona,Google Pay,Devuelto
1004690,2024-11-09,Online,-,cliente0322@nordco.es,Marta Pérez,Málaga,Tarjeta,Entregado
1004691,2024-11-09,Online,-,cliente0344@nordco.es,Hugo Díaz,Bilbao,Tarjeta,Entregado
1004692,2024-11-09,Online,-,cliente0043@nordco.es,Nuria Pérez,Valencia,Tarjeta,Entregado
1004693,2024-11-09,Online,-,cliente0170@nordco.es,Pablo Pérez,Alicante,PayPal,Entregado
1004694,2024-11-10,Fisico,Triana,cliente0424@nordco.es,Elena Ruiz,Sevilla,Tarjeta,Entregado
1004695,2024-11-10,Online,-,cliente0288@nordco.es,Jorge García,Barcelona,PayPal,Entregado
1004696,2024-11-10,Fisico,Triana,cliente0429@nordco.es,Lucía Hernández,Sevilla,Apple Pay,Entregado
1004697,2024-11-10,Online,-,cliente0431@nordco.es,Elena Ruiz,Barcelona,Bizum,Entregado
1004698,2024-11-10,Online,-,cliente0368@nordco.es,Nuria Ruiz,Barcelona,Tarjeta,Entregado
1004699,2024-11-10,Fisico,Triana,cliente0403@nordco.es,Mario Sánchez,Sevilla,Tarjeta,Entregado
1004700,2024-11-10,Online,-,cliente0128@nordco.es,Hugo Romero,Bilbao,Bizum,Entregado
1004701,2024-11-10,Online,-,cliente0265@nordco.es,Sofía Navarro,Alicante,Tarjeta,Entregado
1004702,2024-11-10,Fisico,Colón,cliente0381@nordco.es,Lucía Romero,Valencia,Tarjeta,Entregado
1004703,2024-11-10,Online,-,cliente0078@nordco.es,David Navarro,Valencia,Tarjeta,Devuelto
1004704,2024-11-10,Online,-,cliente0371@nordco.es,Hugo Díaz,Sevilla,Tarjeta,Devuelto
1004705,2024-11-11,Online,-,cliente0192@nordco.es,Mario Ruiz,Bilbao,PayPal,Entregado
1004706,2024-11-11,Fisico,Diagonal,cliente0288@nordco.es,Jorge García,Barcelona,Bizum,Entregado
1004707,2024-11-11,Online,-,cliente0135@nordco.es,David Díaz,Málaga,Bizum,Entregado
1004708,2024-11-11,Online,-,cliente0362@nordco.es,Claudia García,Madrid,Tarjeta,Entregado
1004709,2024-11-11,Fisico,Sol,cliente0290@nordco.es,Mario García,Madrid,Tarjeta,Entregado
1004710,2024-11-11,Online,-,cliente0048@nordco.es,Claudia Díaz,Bilbao,PayPal,Entregado
1004711,2024-11-11,Fisico,Diagonal,cliente0354@nordco.es,Hugo Díaz,Barcelona,Tarjeta,Entregado
1004712,2024-11-11,Online,-,cliente0363@nordco.es,Lucía Sánchez,Alicante,Google Pay,Entregado
1004713,2024-11-11,Online,-,cliente0045@nordco.es,Hugo Sánchez,Málaga,Tarjeta,Entregado
1004714,2024-11-11,Online,-,cliente0223@nordco.es,Sara Martín,Zaragoza,Apple Pay,Entregado
1004715,2024-11-12,Fisico,Colón,cliente0265@nordco.es,Sofía Navarro,Valencia,Bizum,Entregado
1004716,2024-11-12,Fisico,Colón,cliente0272@nordco.es,Marta Martín,Valencia,PayPal,Entregado
1004717,2024-11-12,Online,-,cliente0152@nordco.es,Mario Navarro,Valencia,Tarjeta,Cancelado
1004718,2024-11-12,Online,-,cliente0176@nordco.es,Sofía Romero,Sevilla,Tarjeta,Entregado
1004719,2024-11-13,Fisico,Sol,cliente0255@nordco.es,Nuria Martín,Madrid,Tarjeta,Entregado
1004720,2024-11-13,Online,-,cliente0435@nordco.es,Sara Ruiz,Barcelona,Tarjeta,Entregado
1004721,2024-11-13,Online,-,cliente0396@nordco.es,Nuria Sánchez,Barcelona,PayPal,Entregado
1004722,2024-11-13,Online,-,cliente0096@nordco.es,Sofía Sánchez,Alicante,Bizum,Entregado
1004723,2024-11-13,Online,-,cliente0441@nordco.es,Ana Sánchez,Málaga,Bizum,Entregado
1004724,2024-11-13,Fisico,Gran Via,cliente0166@nordco.es,Elena García,Madrid,Tarjeta,Entregado
1004725,2024-11-13,Online,-,cliente0040@nordco.es,Ana García,Barcelona,Google Pay,Entregado
1004726,2024-11-13,Online,-,cliente0242@nordco.es,Jorge Ruiz,Barcelona,Tarjeta,Entregado
1004727,2024-11-13,Online,-,cliente0009@nordco.es,Sara Navarro,Bilbao,Tarjeta,Devuelto
1004728,2024-11-13,Online,-,cliente0276@nordco.es,Elena Romero,Alicante,Tarjeta,Entregado
1004729,2024-11-13,Fisico,Sol,cliente0373@nordco.es,Sara Hernández,Madrid,Apple Pay,Entregado
1004730,2024-11-14,Online,-,cliente0105@nordco.es,Sara Sánchez,Barcelona,Tarjeta,Entregado
1004731,2024-11-14,Online,-,cliente0174@nordco.es,Ana Díaz,Sevilla,Tarjeta,Entregado
1004732,2024-11-14,Fisico,Colón,cliente0125@nordco.es,Sofía Ruiz,Valencia,Google Pay,Entregado
1004733,2024-11-14,Fisico,Gran Via,cliente0350@nordco.es,Pablo López,Madrid,PayPal,Entregado
1004734,2024-11-14,Online,-,cliente0087@nordco.es,Ana Díaz,Barcelona,PayPal,Entregado
1004735,2024-11-14,Online,-,cliente0379@nordco.es,Claudia Pérez,Zaragoza,PayPal,Entregado
1004736,2024-11-14,Fisico,Diagonal,cliente0076@nordco.es,Claudia Hernández,Barcelona,ContraReembolso,Entregado
1004737,2024-11-14,Online,-,cliente0183@nordco.es,Lucía Hernández,Valencia,PayPal,Devuelto
1004738,2024-11-14,Fisico,Colón,cliente0435@nordco.es,Sara Ruiz,Valencia,Tarjeta,Entregado
1004739,2024-11-14,Fisico,Diagonal,cliente0402@nordco.es,Jorge Sánchez,Barcelona,Tarjeta,Entregado
1004740,2024-11-14,Online,-,cliente0045@nordco.es,Hugo Sánchez,Bilbao,Apple Pay,Entregado
1004741,2024-11-15,Fisico,Sol,cliente0197@nordco.es,Pablo Martín,Madrid,Tarjeta,Entregado
1004742,2024-11-15,Online,-,cliente0294@nordco.es,Bruno López,Madrid,Apple Pay,Entregado
1004743,2024-11-15,Online,-,cliente0403@nordco.es,Mario Sánchez,Málaga,Bizum,Entregado
1004744,2024-11-15,Online,-,cliente0345@nordco.es,David Hernández,Bilbao,Tarjeta,Entregado
1004745,2024-11-15,Fisico,Sol,cliente0298@nordco.es,Ana García,Madrid,Tarjeta,Entregado
1004746,2024-11-15,Online,-,cliente0100@nordco.es,Sofía Ruiz,Zaragoza,Tarjeta,Entregado
1004747,2024-11-15,Fisico,Colón,cliente0443@nordco.es,Ana García,Valencia,Tarjeta,Entregado
1004748,2024-11-16,Online,-,cliente0100@nordco.es,Sofía Ruiz,Málaga,Tarjeta,Entregado
1004749,2024-11-16,Online,-,cliente0072@nordco.es,Nuria Pérez,Málaga,Tarjeta,Entregado
1004750,2024-11-16,Online,-,cliente0246@nordco.es,Bruno Hernández,Bilbao,PayPal,Entregado
1004751,2024-11-16,Online,-,cliente0078@nordco.es,David Navarro,Alicante,Bizum,Entregado
1004752,2024-11-16,Fisico,Gran Via,cliente0161@nordco.es,Mario Sánchez,Madrid,Tarjeta,Entregado
1004753,2024-11-16,Fisico,Gran Via,cliente0279@nordco.es,Sofía Hernández,Madrid,Tarjeta,Entregado
1004754,2024-11-16,Online,-,cliente0227@nordco.es,Sofía Martín,Bilbao,Tarjeta,Entregado
1004755,2024-11-16,Online,-,cliente0214@nordco.es,Sofía Romero,Valencia,PayPal,Entregado
1004756,2024-11-17,Fisico,Colón,cliente0422@nordco.es,Sara García,Valencia,Google Pay,Entregado
1004757,2024-11-17,Fisico,Diagonal,cliente0068@nordco.es,Marta García,Barcelona,Tarjeta,Entregado
1004758,2024-11-17,Fisico,Diagonal,cliente0276@nordco.es,Elena Romero,Barcelona,Tarjeta,Entregado
1004759,2024-11-17,Online,-,cliente0057@nordco.es,Pablo López,Málaga,Tarjeta,Entregado
1004760,2024-11-17,Fisico,Gran Via,cliente0262@nordco.es,Sofía Díaz,Madrid,Tarjeta,Entregado
1004761,2024-11-17,Fisico,Colón,cliente0261@nordco.es,Sara Ruiz,Valencia,PayPal,Entregado
1004762,2024-11-17,Online,-,cliente0330@nordco.es,Sofía Díaz,Sevilla,Apple Pay,Cancelado
1004763,2024-11-17,Fisico,Sol,cliente0331@nordco.es,Jorge Romero,Madrid,ContraReembolso,Devuelto
1004764,2024-11-17,Online,-,cliente0118@nordco.es,Elena Sánchez,Málaga,PayPal,Devuelto
1004765,2024-11-17,Online,-,cliente0245@nordco.es,Mario Díaz,Málaga,Tarjeta,Entregado
1004766,2024-11-17,Online,-,cliente0140@nordco.es,Lucía Díaz,Madrid,Tarjeta,Entregado
1004767,2024-11-18,Online,-,cliente0151@nordco.es,Sofía Hernández,Sevilla,PayPal,Entregado
1004768,2024-11-18,Online,-,cliente0143@nordco.es,Sofía Navarro,Zaragoza,Tarjeta,Entregado
1004769,2024-11-18,Fisico,Sol,cliente0312@nordco.es,Sara Ruiz,Madrid,Tarjeta,Entregado
1004770,2024-11-18,Fisico,Colón,cliente0407@nordco.es,Mario López,Valencia,PayPal,Devuelto
1004771,2024-11-18,Online,-,cliente0012@nordco.es,Hugo Martín,Málaga,Tarjeta,Entregado
1004772,2024-11-19,Fisico,Triana,cliente0126@nordco.es,Elena Martín,Sevilla,Tarjeta,Entregado
1004773,2024-11-19,Online,-,cliente0302@nordco.es,Pablo Pérez,Madrid,ContraReembolso,Entregado
1004774,2024-11-19,Fisico,Colón,cliente0146@nordco.es,Hugo Ruiz,Valencia,Tarjeta,Entregado
1004775,2024-11-19,Online,-,cliente0137@nordco.es,Claudia Hernández,Málaga,Tarjeta,Entregado
1004776,2024-11-19,Online,-,cliente0383@nordco.es,Jorge Díaz,Madrid,Tarjeta,Entregado
1004777,2024-11-19,Online,-,cliente0107@nordco.es,Ana Martín,Alicante,Apple Pay,Entregado
1004778,2024-11-19,Online,-,cliente0395@nordco.es,Nuria Navarro,Zaragoza,PayPal,Entregado
1004779,2024-11-19,Fisico,Triana,cliente0275@nordco.es,Claudia Sánchez,Sevilla,Google Pay,Entregado
1004780,2024-11-19,Online,-,cliente0149@nordco.es,Sofía Martín,Valencia,Tarjeta,Entregado
1004781,2024-11-19,Fisico,Sol,cliente0196@nordco.es,Lucía López,Madrid,Tarjeta,Entregado
1004782,2024-11-19,Online,-,cliente0212@nordco.es,David Ruiz,Málaga,PayPal,Entregado
1004783,2024-11-20,Online,-,cliente0336@nordco.es,Marta Díaz,Madrid,Tarjeta,Entregado
1004784,2024-11-20,Online,-,cliente0152@nordco.es,Mario Navarro,Zaragoza,Tarjeta,Entregado
1004785,2024-11-20,Online,-,cliente0288@nordco.es,Jorge García,Zaragoza,PayPal,Entregado
1004786,2024-11-20,Online,-,cliente0363@nordco.es,Lucía Sánchez,Barcelona,Tarjeta,Cancelado
1004787,2024-11-20,Fisico,Sol,cliente0113@nordco.es,Sofía Romero,Madrid,Apple Pay,Entregado
1004788,2024-11-20,Online,-,cliente0062@nordco.es,Bruno Hernández,Madrid,PayPal,Entregado
1004789,2024-11-20,Online,-,cliente0107@nordco.es,Ana Martín,Bilbao,Tarjeta,Entregado
1004790,2024-11-20,Online,-,cliente0310@nordco.es,David Romero,Zaragoza,PayPal,Entregado
1004791,2024-11-20,Online,-,cliente0120@nordco.es,David Pérez,Zaragoza,Tarjeta,Entregado
1004792,2024-11-20,Fisico,Diagonal,cliente0344@nordco.es,Hugo Díaz,Barcelona,Tarjeta,Entregado
1004793,2024-11-21,Fisico,Diagonal,cliente0018@nordco.es,Sara Martín,Barcelona,Apple Pay,Entregado
1004794,2024-11-21,Online,-,cliente0436@nordco.es,Lucía Ruiz,Sevilla,Tarjeta,Entregado
1004795,2024-11-21,Fisico,Triana,cliente0337@nordco.es,Sofía Romero,Sevilla,Tarjeta,Entregado
1004796,2024-11-21,Online,-,cliente0446@nordco.es,Mario Martín,Alicante,Tarjeta,Entregado
1004797,2024-11-21,Fisico,Sol,cliente0397@nordco.es,Jorge Díaz,Madrid,Tarjeta,Entregado
1004798,2024-11-21,Fisico,Diagonal,cliente0015@nordco.es,Mario López,Barcelona,Google Pay,Entregado
1004799,2024-11-21,Online,-,cliente0156@nordco.es,Ana Ruiz,Barcelona,Tarjeta,Entregado
1004800,2024-11-21,Online,-,cliente0173@nordco.es,Sofía Sánchez,Sevilla,Bizum,Entregado
1004801,2024-11-21,Online,-,cliente0125@nordco.es,Sofía Ruiz,Madrid,Google Pay,Entregado
1004802,2024-11-21,Online,-,cliente0051@nordco.es,Pablo Pérez,Alicante,Tarjeta,Devuelto
1004803,2024-11-21,Fisico,Diagonal,cliente0145@nordco.es,Sara Ruiz,Barcelona,Apple Pay,Entregado
1004804,2024-11-21,Fisico,Sol,cliente0399@nordco.es,Elena Ruiz,Madrid,Tarjeta,Entregado
1004805,2024-11-21,Fisico,Sol,cliente0394@nordco.es,David Martín,Madrid,Apple Pay,Entregado
1004806,2024-11-22,Online,-,cliente0188@nordco.es,Ana López,Alicante,PayPal,Entregado
1004807,2024-11-22,Fisico,Gran Via,cliente0364@nordco.es,Elena García,Madrid,Tarjeta,Entregado
1004808,2024-11-22,Online,-,cliente0048@nordco.es,Claudia Díaz,Valencia,Tarjeta,Entregado
1004809,2024-11-22,Online,-,cliente0415@nordco.es,Lucía García,Sevilla,Tarjeta,Entregado
1004810,2024-11-22,Online,-,cliente0145@nordco.es,Sara Ruiz,Bilbao,Bizum,Cancelado
1004811,2024-11-22,Online,-,cliente0160@nordco.es,Elena Díaz,Alicante,Tarjeta,Entregado
1004812,2024-11-22,Fisico,Diagonal,cliente0376@nordco.es,Nuria Ruiz,Barcelona,PayPal,Entregado
1004813,2024-11-22,Online,-,cliente0374@nordco.es,Sara García,Alicante,Tarjeta,Entregado
1004814,2024-11-22,Fisico,Colón,cliente0283@nordco.es,Pablo Ruiz,Valencia,Tarjeta,Entregado
1004815,2024-11-22,Online,-,cliente0094@nordco.es,Lucía Díaz,Sevilla,Tarjeta,Entregado
1004816,2024-11-22,Online,-,cliente0229@nordco.es,Nuria Martín,Bilbao,Tarjeta,Entregado
1004817,2024-11-22,Fisico,Gran Via,cliente0245@nordco.es,Mario Díaz,Madrid,Tarjeta,Entregado
1004818,2024-11-22,Online,-,cliente0055@nordco.es,Ana Navarro,Málaga,Tarjeta,Cancelado
1004819,2024-11-23,Online,-,cliente0392@nordco.es,Marta Navarro,Barcelona,Tarjeta,Cancelado
1004820,2024-11-23,Online,-,cliente0196@nordco.es,Lucía López,Valencia,Tarjeta,Entregado
1004821,2024-11-23,Fisico,Triana,cliente0376@nordco.es,Nuria Ruiz,Sevilla,Google Pay,Entregado
1004822,2024-11-23,Fisico,Sol,cliente0152@nordco.es,Mario Navarro,Madrid,Tarjeta,Entregado
1004823,2024-11-23,Fisico,Diagonal,cliente0004@nordco.es,Bruno Hernández,Barcelona,Tarjeta,Entregado
1004824,2024-11-23,Online,-,cliente0220@nordco.es,Hugo Romero,Valencia,Bizum,Entregado
1004825,2024-11-23,Online,-,cliente0088@nordco.es,Sofía Hernández,Barcelona,Tarjeta,Entregado
1004826,2024-11-23,Fisico,Triana,cliente0202@nordco.es,Jorge Ruiz,Sevilla,Google Pay,Devuelto
1004827,2024-11-23,Online,-,cliente0417@nordco.es,Sara Navarro,Málaga,Google Pay,Entregado
1004828,2024-11-23,Online,-,cliente0096@nordco.es,Sofía Sánchez,Alicante,Tarjeta,Entregado
1004829,2024-11-23,Fisico,Sol,cliente0390@nordco.es,Nuria López,Madrid,Tarjeta,Entregado
1004830,2024-11-23,Online,-,cliente0381@nordco.es,Lucía Romero,Málaga,ContraReembolso,Entregado
1004831,2024-11-23,Fisico,Colón,cliente0242@nordco.es,Jorge Ruiz,Valencia,Tarjeta,Entregado
1004832,2024-11-24,Online,-,cliente0406@nordco.es,David Martín,Sevilla,Tarjeta,Entregado
1004833,2024-11-24,Online,-,cliente0280@nordco.es,Sara Ruiz,Alicante,Tarjeta,Entregado
1004834,2024-11-24,Fisico,Triana,cliente0172@nordco.es,Sara Navarro,Sevilla,Bizum,Entregado
1004835,2024-11-24,Online,-,cliente0296@nordco.es,Marta Romero,Barcelona,Apple Pay,Entregado
1004836,2024-11-24,Online,-,cliente0292@nordco.es,Bruno Ruiz,Valencia,ContraReembolso,Entregado
1004837,2024-11-24,Fisico,Sol,cliente0106@nordco.es,Nuria Navarro,Madrid,Tarjeta,Entregado
1004838,2024-11-24,Online,-,cliente0030@nordco.es,Bruno Pérez,Valencia,Tarjeta,Entregado
1004839,2024-11-24,Fisico,Diagonal,cliente0005@nordco.es,Ana López,Barcelona,Tarjeta,Entregado
