CuentaID,IBAN,ClienteID,TipoCuenta,FechaApertura
AC00866,ES81344593820034265690,CL00733,Nómina,2023-04-11
AC00867,ES18888459695888848136,CL00836,Corriente,2026-01-11
AC00868,ES24534594607347616616,CL00433,Corriente,2025-01-09
AC00869,ES44515898222670309960,CL00012,Corriente,2025-11-25
AC00870,ES70748378157670930353,CL00974,Corriente,2024-07-31
AC00871,ES89410594388747045419,CL01130,Corriente,2023-03-08
AC00872,ES47770661462254949513,CL00945,Ahorro,2023-11-08
AC00873,ES20533310760743346952,CL00623,Corriente,2024-03-27
AC00874,ES97449683050049840916,CL00638,Corriente,2024-01-12
AC00875,ES72194326602029090296,CL00868,Corriente,2024-07-28
AC00876,ES34221389454646438835,CL00882,Corriente,2024-09-21
AC00877,ES70948702247083258577,CL00266,Corriente,2024-04-24
AC00878,ES81529080235545675078,CL00626,Corriente,2025-08-07
AC00879,ES37548526876718871899,CL00028,Nómina,2024-10-17
AC00880,ES56209361489426999585,CL01144,Ahorro,2023-03-27
AC00881,ES16147169232925722689,CL00765,Ahorro,2025-12-20
AC00882,ES78957517971152984047,CL00387,Corriente,2025-02-03
AC00883,ES56359211493987969623,CL00303,Corriente,2023-11-16
AC00884,ES86329937102321199067,CL01131,Ahorro,2023-10-23
AC00885,ES53754907820254274192,CL00627,Ahorro,2024-01-03
AC00886,ES19102721731252286520,CL00137,Corriente,2025-04-11
AC00887,ES13746536517745027290,CL00619,Corriente,2023-08-26
AC00888,ES67920636055273610040,CL00507,Corriente,2025-08-21
AC00889,ES13956878101204317213,CL01167,Ahorro,2024-10-14
AC00890,ES97107523629384242658,CL00030,Ahorro,2023-07-24
AC00891,ES95718219893127548100,CL00816,Ahorro,2023-11-16
AC00892,ES55357924229551741982,CL01190,Ahorro,2024-02-19
AC00893,ES16136763025809140041,CL01003,Corriente,2025-10-19
AC00894,ES82346006991757208619,CL00820,Corriente,2024-10-09
AC00895,ES10349590007061571019,CL00502,Corriente,2024-08-20
AC00896,ES24871838973458418814,CL00732,Nómina,2025-01-18
AC00897,ES24542392918417003571,CL00866,Ahorro,2023-07-04
AC00898,ES79454496980744884082,CL00223,Corriente,2023-12-23
AC00899,ES82590608042328773188,CL01049,Corriente,2024-03-11
AC00900,ES67104924511769793589,CL01077,Nómina,2025-10-08
AC00901,ES20733642654947303736,CL00003,Corriente,2023-04-15
AC00902,ES77625849597469110258,CL01166,Corriente,2025-12-09
AC00903,ES26183850734837564285,CL00560,Corriente,2024-08-11
AC00904,ES91695562368600934122,CL00377,Ahorro,2024-01-23
AC00905,ES51938934919258451141,CL00597,Ahorro,2025-10-13
AC00906,ES21916995345624153751,CL00846,Corriente,2023-05-08
AC00907,ES45118979160326030927,CL00700,Corriente,2025-03-03
AC00908,ES79321710235205230426,CL00599,Nómina,2023-07-14
AC00909,ES54504534306036546816,CL00180,Corriente,2024-12-16
AC00910,ES72215762627630605333,CL01035,Ahorro,2025-12-06
AC00911,ES16127277823418555393,CL01175,Corriente,2024-06-28
AC00912,ES41301056633874505883,CL00267,Ahorro,2025-03-13
AC00913,ES85332435524999380970,CL00037,Ahorro,2023-05-14
AC00914,ES49856943895736200150,CL00327,Corriente,2025-07-06
AC00915,ES75761081418308498857,CL01185,Corriente,2023-09-08
AC00916,ES69448508597536147459,CL00805,Ahorro,2024-10-01
AC00917,ES56922463418478397484,CL00675,Corriente,2024-03-08
AC00918,ES25758509566845874625,CL01051,Ahorro,2025-06-18
AC00919,ES98801319188470715225,CL00348,Ahorro,2023-08-06
AC00920,ES85547029115241304998,CL01024,Corriente,2025-04-25
AC00921,ES24619966099133354471,CL00764,Corriente,2025-09-14
AC00922,ES10980482252580948075,CL00108,Corriente,2024-12-11
AC00923,ES34174178261059364371,CL00695,Corriente,2025-03-29
AC00924,ES45809865326824996970,CL00024,Corriente,2025-03-05
AC00925,ES97326118071903208023,CL00060,Corriente,2025-09-06
AC00926,ES48294283701315347213,CL00344,Corriente,2023-05-26
AC00927,ES90895279063323944917,CL01068,Corriente,2025-07-27
AC00928,ES29399136163235996477,CL01104,Corriente,2024-10-08
AC00929,ES78636505683355171653,CL00099,Corriente,2023-09-12
AC00930,ES77261024481330572672,CL00388,Corriente,2025-06-08
AC00931,ES41525280904661178514,CL00754,Corriente,2024-10-03
AC00932,ES55468574651336513851,CL01161,Corriente,2024-06-01
AC00933,ES64510264304209473511,CL01028,Corriente,2024-08-02
AC00934,ES80206175787220186450,CL01011,Corriente,2026-01-29
AC00935,ES98376779796829289408,CL00679,Corriente,2023-08-01
AC00936,ES35638790162589687787,CL00222,Ahorro,2024-04-02
AC00937,ES81993889540991624866,CL00179,Corriente,2025-07-09
AC00938,ES27506434611651944506,CL00862,Ahorro,2025-03-29
AC00939,ES15725294515136767137,CL00027,Ahorro,2023-06-09
AC00940,ES43229019055540658420,CL01045,Corriente,2024-04-22
AC00941,ES88198810922687941205,CL00113,Corriente,2025-11-07
AC00942,ES55118702751606565786,CL00998,Nómina,2023-09-05
AC00943,ES28378674057110036442,CL00856,Nómina,2025-08-29
AC00944,ES74876665263912324845,CL00664,Nómina,2024-05-12
AC00945,ES86665614314076908488,CL00544,Corriente,2024-02-26
AC00946,ES41287053422035896493,CL01176,Ahorro,2023-02-06
AC00947,ES71585386131411239467,CL00703,Ahorro,2023-03-14
AC00948,ES83565775687613509192,CL00357,Corriente,2024-05-10
AC00949,ES91158698910308965334,CL00247,Ahorro,2025-02-22
AC00950,ES46944229193984201528,CL00952,Nómina,2026-01-02
AC00951,ES99609802031255003218,CL00745,Nómina,2025-10-16
AC00952,ES38205519416585866704,CL00967,Ahorro,2023-03-21
AC00953,ES20386923217613018939,CL00434,Ahorro,2025-09-05
AC00954,ES69601773049953543553,CL00112,Ahorro,2024-02-03
AC00955,ES81841919686917784088,CL00610,Corriente,2023-06-02
AC00956,ES48791513292341909747,CL00645,Corriente,2024-05-12
AC00957,ES74517346678447959842,CL00709,Nómina,2023-11-02
AC00958,ES30557604062176990925,CL00758,Corriente,2023-07-04
AC00959,ES45140024895452200557,CL00661,Nómina,2025-10-19
AC00960,ES37928254506054597325,CL00556,Nómina,2024-12-12
AC00961,ES25733111185094464886,CL00550,Corriente,2025-03-21
AC00962,ES18135146409414751744,CL01158,Nómina,2025-12-09
AC00963,ES33386434266379973956,CL01043,Nómina,2024-10-06
AC00964,ES40251251008648449090,CL01099,Ahorro,2023-08-05
AC00965,ES82384183020315889228,CL00342,Corriente,2025-02-24
AC00966,ES97680303753397769152,CL00889,Ahorro,2025-03-25
AC00967,ES30507425919878184160,CL00730,Ahorro,2023-05-02
AC00968,ES66953964700829932556,CL01145,Corriente,2024-04-07
AC00969,ES70805407652245214397,CL00309,Corriente,2024-03-05
AC00970,ES20783488868402645312,CL00944,Corriente,2025-07-18
AC00971,ES49806941854171834279,CL00403,Corriente,2025-07-09
AC00972,ES89525293967379001895,CL00162,Corriente,2025-10-25
AC00973,ES10534469690786990578,CL00706,Ahorro,2023-06-09
AC00974,ES84671169052525765151,CL00742,Nómina,2024-03-24
AC00975,ES90994434489563959905,CL01080,Corriente,2023-07-22
AC00976,ES18796442080757744235,CL00716,Corriente,2023-08-29
AC00977,ES74828763781491876559,CL00039,Corriente,2024-05-27
AC00978,ES88438676577767737323,CL00514,Corriente,2023-10-25
AC00979,ES57847228398443066213,CL01185,Ahorro,2024-10-06
AC00980,ES61573970688037323798,CL00564,Corriente,2024-02-02
AC00981,ES47342677512321477239,CL00029,Ahorro,2024-06-12
AC00982,ES78744790837715005940,CL00740,Corriente,2024-05-26
AC00983,ES44981948926191981136,CL00570,Ahorro,2025-12-27
AC00984,ES23599432555359521860,CL00477,Corriente,2025-10-21
AC00985,ES98434749202445107153,CL00315,Nómina,2023-08-06
AC00986,ES80445192226163351022,CL00308,Ahorro,2025-01-27
AC00987,ES28515177662674365184,CL00011,Corriente,2024-02-19
AC00988,ES24372350046366766338,CL00926,Ahorro,2024-04-30
AC00989,ES13763179898652390813,CL00204,Corriente,2023-05-03
AC00990,ES40992784094983616214,CL01179,Corriente,2023-02-15
AC00991,ES96994770014735153764,CL00017,Ahorro,2023-03-23
AC00992,ES31600024483662871187,CL01134,Corriente,2023-05-17
AC00993,ES56824110808789127784,CL00225,Nómina,2025-08-27
AC00994,ES32185080695293968032,CL00665,Corriente,2025-03-25
AC00995,ES79286850779204681421,CL00650,Nómina,2023-12-29
AC00996,ES21681707726814259403,CL01149,Corriente,2025-03-10
AC00997,ES18693911646997090403,CL00486,Corriente,2025-04-11
AC00998,ES93949610209386000995,CL00950,Corriente,2025-12-23
AC00999,ES93974175375017175316,CL01135,Corriente,2023-05-31
AC01000,ES19263587648666488845,CL01116,Corriente,2025-03-26
AC01001,ES26443110511469618061,CL01079,Corriente,2023-06-13
AC01002,ES79923530866662691737,CL00020,Ahorro,2025-03-04
AC01003,ES80974515898001344364,CL00467,Ahorro,2025-05-01
AC01004,ES15953453122417121232,CL00232,Nómina,2026-01-16
AC01005,ES77812941370830595807,CL01150,Nómina,2023-09-26
AC01006,ES55698620769962700011,CL00908,Ahorro,2025-03-16
AC01007,ES76455179443857028163,CL00369,Corriente,2023-02-09
AC01008,ES37999723528094819335,CL00316,Nómina,2024-12-17
AC01009,ES49944766668672869992,CL00382,Corriente,2023-07-21
AC01010,ES13595428796204077302,CL00899,Corriente,2023-06-06
AC01011,ES89505733005252098516,CL00561,Nómina,2023-08-24
AC01012,ES81299859818870693253,CL00072,Corriente,2025-01-19
AC01013,ES14564494817152274347,CL00586,Nómina,2024-03-24
AC01014,ES76890693714505516083,CL00995,Corriente,2025-05-28
AC01015,ES10275550782147718290,CL00666,Nómina,2023-02-07
AC01016,ES30121237907569769277,CL00063,Corriente,2023-02-17
AC01017,ES74362627802661235868,CL00210,Corriente,2023-06-23
AC01018,ES69599743667678883649,CL00390,Corriente,2023-12-05
AC01019,ES19910167087664828075,CL00045,Ahorro,2025-12-01
AC01020,ES13947303330234512111,CL00599,Ahorro,2023-09-13
AC01021,ES59481389884987348596,CL00704,Corriente,2024-10-05
AC01022,ES29114430084445651191,CL00897,Ahorro,2024-11-09
AC01023,ES61239203970613444858,CL00458,Corriente,2023-11-17
AC01024,ES17786090007613763823,CL00396,Corriente,2025-05-18
AC01025,ES22632868577120021145,CL00790,Corriente,2025-03-27
AC01026,ES11949675069303303689,CL01200,Corriente,2025-04-28
AC01027,ES80862686843179797262,CL00349,Corriente,2025-01-29
AC01028,ES47635820861640207133,CL00213,Ahorro,2025-11-18
AC01029,ES32765222056168236963,CL00624,Ahorro,2025-07-23
AC01030,ES88404210555572158010,CL00471,Corriente,2023-08-12
AC01031,ES56776268866553305401,CL01177,Nómina,2025-01-27
AC01032,ES94480054090657208786,CL00321,Corriente,2023-12-21
AC01033,ES48176435502881012917,CL01184,Ahorro,2024-01-02
AC01034,ES90805824884715333392,CL00058,Corriente,2023-05-31
AC01035,ES40974585742267610943,CL00940,Corriente,2023-04-04
AC01036,ES38366855153872626484,CL00935,Corriente,2023-06-02
AC01037,ES39791675473820000976,CL00767,Corriente,2023-07-23
AC01038,ES84340914807990895716,CL01173,Nómina,2023-03-07
AC01039,ES39222047390409900587,CL00708,Corriente,2023-09-28
AC01040,ES14916437832471923339,CL00466,Corriente,2025-09-04
AC01041,ES43992012624110974881,CL01112,Ahorro,2025-04-14
AC01042,ES45127966551606972251,CL00430,Ahorro,2025-05-29
AC01043,ES25500537980052760374,CL00197,Corriente,2024-10-28
AC01044,ES96115878852952685377,CL00963,Corriente,2025-08-18
AC01045,ES84503379384762054625,CL01056,Nómina,2025-01-10
AC01046,ES45401186990771089610,CL00592,Corriente,2025-11-21
AC01047,ES56424819116756870490,CL00267,Ahorro,2025-10-01
AC01048,ES50285656058867692365,CL00961,Corriente,2023-11-04
AC01049,ES51133191807277594024,CL01111,Corriente,2023-11-27
AC01050,ES48894007738938368398,CL00843,Corriente,2024-10-08
AC01051,ES35140874706210744385,CL00246,Corriente,2023-07-06
AC01052,ES21439761405125073061,CL00128,Nómina,2025-11-13
AC01053,ES97449989394510746129,CL01130,Ahorro,2024-06-18
AC01054,ES60135583624401602974,CL00960,Corriente,2025-07-09
AC01055,ES72161966214896302475,CL00668,Corriente,2025-03-11
AC01056,ES55962131725107716823,CL00157,Corriente,2025-11-19
AC01057,ES48542690588803555649,CL00611,Corriente,2023-08-31
AC01058,ES14146374868873277435,CL00567,Corriente,2025-10-03
AC01059,ES14743761902509644855,CL00148,Nómina,2023-03-04
AC01060,ES32396710325781322038,CL00349,Corriente,2023-04-17
AC01061,ES17734414931576647965,CL00072,Corriente,2024-05-25
AC01062,ES64672452997809914436,CL00301,Corriente,2023-10-10
AC01063,ES29558166316666699459,CL00517,Corriente,2025-02-14
AC01064,ES90119805696197780742,CL01168,Corriente,2025-08-20
AC01065,ES42919451390407451274,CL00495,Nómina,2024-05-17
AC01066,ES54906388897394294369,CL01139,Corriente,2024-09-16
AC01067,ES15705406189111484366,CL00174,Corriente,2023-04-24
AC01068,ES48349831293436003685,CL00356,Nómina,2025-01-06
AC01069,ES24651159368675476062,CL00705,Corriente,2023-12-27
AC01070,ES43388692666743510764,CL00300,Corriente,2023-12-21
AC01071,ES65458143810829338171,CL00964,Corriente,2023-08-14
AC01072,ES17126941663340215102,CL00845,Corriente,2024-08-31
AC01073,ES11247487836100685413,CL00187,Nómina,2024-03-07
AC01074,ES99662788090822322203,CL00624,Corriente,2025-07-29
AC01075,ES16659016476008935115,CL00644,Ahorro,2024-03-12
AC01076,ES50568811188481477930,CL01153,Corriente,2023-10-28
AC01077,ES36955313510655744085,CL00580,Nómina,2023-07-02
AC01078,ES76608955924104064868,CL00665,Ahorro,2023-05-06
AC01079,ES76185852008893369292,CL00986,Corriente,2024-07-02
AC01080,ES92285693943245350579,CL00899,Corriente,2023-02-20
AC01081,ES12799700637795501500,CL00940,Corriente,2024-06-23
AC01082,ES38648425687790897435,CL00737,Ahorro,2023-08-28
AC01083,ES19348360956081280446,CL00725,Corriente,2024-05-29
AC01084,ES50958188605966051157,CL00214,Corriente,2023-10-24
AC01085,ES94841227441458585827,CL00578,Corriente,2024-09-10
AC01086,ES82616729743776060074,CL00450,Nómina,2024-08-11
AC01087,ES74438571797509139416,CL01101,Corriente,2023-05-30
AC01088,ES53683139755381341615,CL00688,Corriente,2024-09-14
AC01089,ES16860015766414697851,CL00476,Corriente,2024-02-09
AC01090,ES46814987149247317736,CL00082,Corriente,2024-06-21
AC01091,ES72206235125044328142,CL00989,Corriente,2024-05-02
AC01092,ES94809464084667747118,CL00840,Corriente,2023-12-30
AC01093,ES66765063064194229350,CL00836,Corriente,2023-04-28
AC01094,ES71731666589948188715,CL00346,Corriente,2025-10-27
AC01095,ES43583051949239527717,CL00983,Nómina,2023-10-13
AC01096,ES20800661708424362229,CL00122,Ahorro,2025-12-08
AC01097,ES34516094565314182647,CL00891,Corriente,2024-02-16
AC01098,ES96648807803133005696,CL00976,Corriente,2025-10-05
AC01099,ES82244398469786925757,CL00733,Corriente,2025-03-13
AC01100,ES24395905440982666588,CL00656,Nómina,2025-06-17
AC01101,ES28140265858279403093,CL01076,Corriente,2025-12-30
AC01102,ES11184458777236513957,CL00851,Nómina,2024-01-06
AC01103,ES79273605349851508734,CL00104,Nómina,2024-05-30
AC01104,ES35744997552097065489,CL00142,Corriente,2023-09-20
AC01105,ES93456122222450515136,CL00208,Corriente,2026-01-27
AC01106,ES58367085537044325267,CL00598,Nómina,2023-11-01
AC01107,ES19731283308361393479,CL01199,Nómina,2024-01-23
AC01108,ES43375792976916978086,CL00789,Ahorro,2025-04-28
AC01109,ES53654292810279270262,CL00648,Corriente,2024-01-29
AC01110,ES18370049329213273066,CL00160,Corriente,2025-02-26
AC01111,ES79475012482400269666,CL00588,Corriente,2024-01-27
AC01112,ES77463509592892775690,CL01090,Ahorro,2023-02-26
AC01113,ES83387869554124862094,CL00203,Corriente,2025-06-14
AC01114,ES99126724557599640613,CL00527,Corriente,2025-04-29
AC01115,ES43816867847627341301,CL00426,Corriente,2024-11-13
AC01116,ES44740600984379904403,CL00519,Ahorro,2023-02-03
AC01117,ES82792480434434843251,CL00717,Corriente,2023-12-23
AC01118,ES38891426052352666155,CL00150,Corriente,2023-07-23
AC01119,ES19939211189770280860,CL00984,Ahorro,2023-04-20
AC01120,ES25172098093582795177,CL00232,Nómina,2023-07-06
AC01121,ES63991779245904221337,CL01113,Corriente,2025-11-26
AC01122,ES82416655852005874088,CL00357,Corriente,2023-03-02
AC01123,ES52219501701231610782,CL00394,Nómina,2024-06-22
AC01124,ES99868292757605119654,CL00610,Corriente,2024-06-30
AC01125,ES64724017354831653302,CL00911,Ahorro,2024-05-30
AC01126,ES43512166153157927505,CL01047,Corriente,2025-02-17
AC01127,ES86635537677049437929,CL00273,Corriente,2025-10-26
AC01128,ES89530070428805781274,CL00111,Corriente,2024-10-16
AC01129,ES59306504501313735143,CL00779,Corriente,2023-03-10
AC01130,ES76711852616752584851,CL01113,Corriente,2025-01-27
AC01131,ES94706326086981127215,CL01162,Ahorro,2024-04-15
AC01132,ES41843968608808023949,CL00630,Corriente,2024-12-26
AC01133,ES96380791533446038547,CL01064,Nómina,2025-08-30
AC01134,ES59864205895134526458,CL00496,Nómina,2023-11-11
AC01135,ES96495048303104976349,CL00035,Corriente,2024-05-26
AC01136,ES84315738277231122109,CL00970,Corriente,2023-11-28
AC01137,ES14872008476774242962,CL00778,Corriente,2025-01-09
AC01138,ES80405853756056280487,CL00235,Corriente,2026-01-30
AC01139,ES17577336696809938657,CL01063,Corriente,2025-07-02
AC01140,ES68721212412156643752,CL00853,Corriente,2025-06-15
AC01141,ES99754590629226995337,CL00437,Corriente,2023-05-23
AC01142,ES92934576464817111394,CL00988,Corriente,2025-03-13
AC01143,ES34152061502261495239,CL00840,Ahorro,2025-03-24
AC01144,ES77441090451771863863,CL00143,Ahorro,2025-03-21
AC01145,ES18747443429982915395,CL00499,Corriente,2025-06-23
AC01146,ES28875862052122778400,CL01063,Corriente,2024-07-15
AC01147,ES45597101663196771161,CL00765,Corriente,2025-02-11
AC01148,ES34795835822553307457,CL00615,Nómina,2024-02-18
AC01149,ES94684180724049599435,CL01125,Ahorro,2023-04-04
AC01150,ES22672771004302127836,CL00741,Nómina,2024-06-09
AC01151,ES28918807423314424487,CL00866,Corriente,2025-10-17
AC01152,ES98106007197312110642,CL00625,Corriente,2025-06-15
AC01153,ES55458452337691645997,CL00997,Ahorro,2023-02-12
AC01154,ES43487003076177211624,CL00693,Nómina,2025-02-22
AC01155,ES26440621807937444829,CL00549,Corriente,2023-06-08
AC01156,ES77109968055901371661,CL01176,Corriente,2024-10-30
AC01157,ES95867367799721561557,CL00087,Corriente,2023-03-01
AC01158,ES21955400728176356228,CL00474,Corriente,2023-05-30
AC01159,ES30851593928364888818,CL00361,Corriente,2024-10-24
AC01160,ES35766130880965510309,CL01125,Corriente,2024-06-29
AC01161,ES67466043896235007088,CL00526,Nómina,2024-12-25
AC01162,ES61887263072050087871,CL00066,Corriente,2024-02-14
AC01163,ES86644783579437308637,CL01070,Ahorro,2024-02-05
AC01164,ES73685325977987069761,CL00953,Ahorro,2024-04-26
AC01165,ES96776706378608938871,CL01004,Corriente,2023-11-02
AC01166,ES18934715019541377031,CL00741,Ahorro,2025-07-09
AC01167,ES24471191926945497867,CL00928,Nómina,2024-06-18
AC01168,ES35161187076111344989,CL01004,Ahorro,2025-01-30
AC01169,ES31680656320200879362,CL00527,Corriente,2023-10-30
AC01170,ES29414806799669677327,CL00232,Nómina,2023-09-20
AC01171,ES84537931755572075144,CL00567,Corriente,2024-07-01
AC01172,ES82484596289003861248,CL00964,Ahorro,2023-11-13
AC01173,ES57588654215184470186,CL00228,Ahorro,2024-10-12
AC01174,ES90567434932167767662,CL00401,Nómina,2023-08-10
AC01175,ES28659661420180409238,CL00939,Corriente,2024-08-02
AC01176,ES45311498791099471611,CL00570,Corriente,2023-12-14
AC01177,ES37629367717808100750,CL00826,Nómina,2023-06-01
AC01178,ES43988537908404435345,CL00606,Corriente,2023-02-18
AC01179,ES66296533625523030420,CL00323,Corriente,2024-12-27
AC01180,ES40529332421841614029,CL00890,Corriente,2025-09-25
AC01181,ES66667532728178138772,CL00792,Ahorro,2025-02-18
AC01182,ES50849826057143238410,CL00185,Corriente,2025-04-05
AC01183,ES88210345124046113817,CL00613,Corriente,2024-10-16
AC01184,ES37353390990325532688,CL00209,Ahorro,2023-03-31
AC01185,ES59749195486093626713,CL00094,Corriente,2023-11-30
AC01186,ES95300959303118279940,CL00429,Corriente,2025-06-30
AC01187,ES53654235323484823913,CL00701,Corriente,2023-11-15
AC01188,ES59503684621920182831,CL01105,Ahorro,2024-06-05
AC01189,ES69850583085078304913,CL00404,Corriente,2025-07-01
AC01190,ES99814998414360197363,CL00073,Ahorro,2025-01-03
AC01191,ES14792433743963928490,CL00733,Ahorro,2023-11-19
AC01192,ES13903685549280288840,CL01162,Corriente,2025-07-11
AC01193,ES84573363884455883926,CL00442,Corriente,2024-07-19
AC01194,ES97161192586461346047,CL00762,Nómina,2025-10-09
AC01195,ES55515330160989194814,CL01040,Corriente,2024-10-01
AC01196,ES16329658378393382842,CL00523,Corriente,2024-11-09
AC01197,ES56240787064932825123,CL00044,Corriente,2023-12-13
AC01198,ES12277023012557598192,CL00736,Corriente,2023-10-25
AC01199,ES27561966781941252176,CL00441,Corriente,2023-12-02
AC01200,ES76950378722806943240,CL01017,Corriente,2023-05-13
AC01201,ES64350873640448598763,CL01103,Corriente,2023-05-06
AC01202,ES39326958322211594919,CL00037,Corriente,2023-09-29
AC01203,ES28351070142396333771,CL00660,Corriente,2025-07-18
AC01204,ES18906024188091017435,CL00899,Corriente,2025-02-22
AC01205,ES90308146813151476440,CL00125,Corriente,2024-04-05
AC01206,ES10396332719720778825,CL00318,Nómina,2024-03-20
AC01207,ES46394692213471178884,CL00426,Corriente,2024-11-28
AC01208,ES61793596809228876113,CL00516,Corriente,2024-12-24
AC01209,ES29270944556529859951,CL00515,Corriente,2025-02-14
AC01210,ES36728696169621248087,CL00230,Corriente,2025-12-05
AC01211,ES37810514907126969684,CL00222,Corriente,2025-01-19
AC01212,ES83255012595562663000,CL00337,Nómina,2025-06-01
AC01213,ES62744942135486162188,CL00250,Corriente,2025-08-29
AC01214,ES66553372309573146875,CL00801,Corriente,2024-12-28
AC01215,ES14129210150775942612,CL00744,Corriente,2025-10-16
AC01216,ES47674893685175870195,CL00575,Corriente,2023-04-19
AC01217,ES26754072999897430456,CL00262,Ahorro,2025-03-19
AC01218,ES49808946442298324684,CL00188,Ahorro,2023-02-08
AC01219,ES54282134614956101369,CL00395,Nómina,2025-03-30
AC01220,ES25362180918864791410,CL00297,Corriente,2023-09-15
AC01221,ES28622882690414183682,CL01004,Nómina,2023-05-09
AC01222,ES78659488341602777058,CL00093,Corriente,2025-03-26
AC01223,ES36945642985645484228,CL01178,Corriente,2023-12-08
AC01224,ES85307056693858314128,CL00889,Ahorro,2024-10-24
AC01225,ES81993272235992231018,CL00982,Corriente,2023-07-03
AC01226,ES90875242468340373866,CL00298,Corriente,2024-09-06
AC01227,ES51906834754433709136,CL00061,Corriente,2024-05-06
AC01228,ES49320920294037480397,CL00991,Nómina,2024-05-07
AC01229,ES91959486826967786499,CL01137,Ahorro,2025-07-31
AC01230,ES91138347262108039672,CL00304,Nómina,2023-03-04
AC01231,ES78734751645596867855,CL01064,Corriente,2023-05-07
AC01232,ES56772649055132686175,CL01112,Corriente,2025-08-01
AC01233,ES49323931798352417585,CL01073,Corriente,2025-03-24
AC01234,ES46144084546380676693,CL01133,Corriente,2025-12-03
AC01235,ES36218981381675756856,CL00559,Corriente,2023-09-04
AC01236,ES20713142076716768498,CL00478,Corriente,2026-01-26
AC01237,ES42447932393961290081,CL01112,Corriente,2024-04-21
AC01238,ES45866128092947793287,CL00658,Nómina,2023-04-04
AC01239,ES23700882786112131224,CL01189,Nómina,2024-09-13
AC01240,ES69615791722902631792,CL00969,Corriente,2026-01-02
AC01241,ES20699261118839628250,CL00274,Corriente,2023-07-20
AC01242,ES88541886218625843619,CL00209,Corriente,2025-05-11
AC01243,ES50439774197203254138,CL00696,Corriente,2023-03-02
AC01244,ES97630758722937252165,CL00181,Corriente,2025-07-31
AC01245,ES41658940224525214225,CL01094,Corriente,2023-10-10
AC01246,ES99314145909844690542,CL00482,Corriente,2024-07-04
AC01247,ES99495681224420562521,CL00253,Corriente,2025-05-05
AC01248,ES85473407204753440026,CL00238,Nómina,2024-12-13
AC01249,ES49580368572417422852,CL00712,Ahorro,2025-03-03
AC01250,ES37693257197558296082,CL00406,Corriente,2024-08-07
AC01251,ES40590406713927241759,CL00241,Corriente,2025-09-27
AC01252,ES86405449997158973826,CL00386,Corriente,2026-01-07
AC01253,ES37442222731352943407,CL00516,Corriente,2025-12-29
AC01254,ES67993254444648338060,CL00440,Nómina,2024-09-09
AC01255,ES58682856473486997190,CL00562,Ahorro,2025-12-06
AC01256,ES22881872677354745301,CL00430,Corriente,2023-10-08
AC01257,ES66863939015810290667,CL01063,Corriente,2023-11-09
AC01258,ES68161326639982993279,CL01110,Corriente,2023-08-03
AC01259,ES37560308188256977196,CL00234,Corriente,2023-07-24
AC01260,ES40767965907786667462,CL01175,Nómina,2023-11-30
AC01261,ES70147119797123399060,CL00555,Nómina,2023-07-24
AC01262,ES19961723332776518760,CL00413,Ahorro,2024-01-15
AC01263,ES93879154704794996695,CL00470,Corriente,2023-04-19
AC01264,ES39459743219472568519,CL00009,Corriente,2024-01-21
AC01265,ES78358814895528308736,CL01182,Ahorro,2025-02-15
AC01266,ES50802638354200643765,CL00138,Corriente,2025-12-23
AC01267,ES46879376829966113089,CL00791,Corriente,2023-11-14
AC01268,ES63166329103263246516,CL00218,Corriente,2024-08-31
AC01269,ES60798172376144567256,CL01103,Corriente,2023-08-25
AC01270,ES90598316297871481638,CL00892,Corriente,2024-05-03
AC01271,ES59376204080287023488,CL00362,Corriente,2023-03-31
AC01272,ES48931212521874448848,CL00941,Nómina,2023-07-28
AC01273,ES39433132287771005757,CL00450,Corriente,2025-06-20
AC01274,ES25697089202570584067,CL00398,Ahorro,2023-04-16
AC01275,ES19250149343501064923,CL00523,Nómina,2023-05-08
AC01276,ES26546400783118473000,CL00854,Corriente,2024-09-26
AC01277,ES12254807077660000642,CL00803,Ahorro,2023-04-22
AC01278,ES99344508214419002966,CL00521,Corriente,2024-04-04
AC01279,ES35528330626224953231,CL00236,Corriente,2024-03-26
AC01280,ES76667441889742011066,CL00221,Corriente,2025-11-11
AC01281,ES22285523336177143783,CL00579,Corriente,2025-04-11
AC01282,ES69805876139143096884,CL00232,Ahorro,2025-09-20
AC01283,ES43961615542953992495,CL00406,Nómina,2025-03-18
AC01284,ES98731810955201063841,CL01094,Corriente,2026-01-29
AC01285,ES14937368725236944453,CL00723,Nómina,2025-01-29
AC01286,ES44684241786151588815,CL00923,Ahorro,2025-05-24
AC01287,ES61118198340572673200,CL00212,Ahorro,2023-11-30
AC01288,ES42277974874176880002,CL00409,Nómina,2026-01-20
AC01289,ES87614068712737745149,CL00149,Ahorro,2024-12-16
AC01290,ES79124157265284729938,CL00555,Corriente,2026-01-08
AC01291,ES50414199370177445245,CL00841,Nómina,2024-07-26
AC01292,ES54128809712127035808,CL00861,Corriente,2024-08-14
AC01293,ES55110192520504535667,CL00550,Nómina,2024-07-25
AC01294,ES36291295946344329535,CL00378,Nómina,2025-09-12
AC01295,ES47259857126025183925,CL00883,Corriente,2025-01-28
AC01296,ES70580279381270460146,CL00163,Ahorro,2025-03-12
AC01297,ES23157966601423403471,CL00921,Corriente,2025-06-29
AC01298,ES94969341226628141591,CL00280,Corriente,2023-05-24
